    ,CardCode  ,MONTH1,MONTH2,MONTH3,MONTH4,MONTH5,MONTH6,MONTH7,MONTH8,MONTH9,MONTH10,MONTH11,MONTH12,MONTH13,MONTH14,MONTH15,MONTH16,MONTH17,MONTH18,MONTH19,MONTH20,MONTH21,MONTH22,MONTH23,MONTH24,MONTH25,MONTH26,MONTH27,MONTH28,MONTH29,MONTH30,MONTH31,MONTH32,MONTH33,MONTH34,MONTH35,MONTH36,MONTH37,MONTH38,MONTH39,MONTH40,MONTH41,MONTH42,MONTH43,MONTH44,MONTH45,MONTH46,MONTH47,MONTH48,MONTH49,MONTH50,MONTH51,MONTH52,MONTH53,MONTH54,MONTH55,MONTH56,MONTH57,MONTH58,MONTH59,MONTH60,MONTH61,MONTH62,MONTH63,MONTH64,MONTH65,MONTH66,MONTH67,MONTH68,MONTH69,MONTH70,MONTH71,MONTH72,MONTH73,MONTH74,MONTH75,MONTH76,MONTH77,MONTH78,MONTH79,MONTH80,MONTH81,MONTH82,MONTH83,MONTH84,MONTH85,MONTH86,MONTH87,MONTH88,MONTH89,MONTH90,MONTH91,MONTH92,MONTH93,MONTH94,MONTH95,MONTH96,MONTH97,MONTH98,MONTH99,MONTH100,MONTH101,MONTH102,MONTH103,MONTH104,MONTH105,MONTH106,MONTH107,MONTH108,MONTH109,MONTH110
167 ,CCD-0015  ,0     ,2     ,0     ,0     ,1     ,2     ,0     ,1     ,0     ,0      ,1      ,0      ,1      ,0      ,1      ,0      ,1      ,1      ,0      ,1      ,2      ,0      ,0      ,0      ,0      ,1      ,0      ,1      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       
168 ,C-0051754 ,0     ,2     ,1     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       
169 ,049       ,0     ,1     ,0     ,2     ,2     ,1     ,1     ,1     ,3     ,0      ,0      ,0      ,1      ,0      ,1      ,0      ,2      ,0      ,0      ,0      ,0      ,0      ,2      ,0      ,1      ,0      ,0      ,1      ,0      ,0      ,0      ,2      ,3      ,1      ,1      ,0      ,0      ,1      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       
170 ,2200      ,0     ,2     ,1     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       
171 ,1503      ,0     ,7     ,1     ,8     ,1     ,2     ,0     ,0     ,1     ,3      ,4      ,8      ,1      ,0      ,4      ,3      ,2      ,2      ,7      ,10     ,2      ,6      ,8      ,5      ,7      ,6      ,2      ,5      ,5      ,5      ,8      ,4      ,2      ,1      ,1      ,1      ,2      ,1      ,1      ,1      ,0      ,1      ,1      ,2      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       
172 ,1749      ,0     ,3     ,1     ,2     ,0     ,0     ,1     ,3     ,1     ,1      ,2      ,2      ,1      ,1      ,1      ,1      ,1      ,1      ,0      ,0      ,1      ,0      ,1      ,4      ,0      ,0      ,1      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       
173 ,1290      ,0     ,1     ,0     ,0     ,0     ,2     ,0     ,0     ,0     ,0      ,1      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,2      ,1      ,0      ,0      ,1      ,3      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,1      ,0      ,0      ,2      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       
174 ,2043      ,0     ,1     ,1     ,2     ,0     ,1     ,0     ,0     ,0     ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       
175 ,956       ,0     ,1     ,0     ,1     ,0     ,2     ,0     ,1     ,0     ,1      ,0      ,1      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,2      ,0      ,1      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,2      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,1      ,0      ,0      ,0      ,1      ,1      ,0      ,0      ,0      ,0      ,0      ,1      ,1      ,0      ,0      ,2      ,1      ,0      ,1      ,0       ,1       ,1       ,0       ,0       ,1       ,0       ,0       ,1       ,1       ,0       
176 ,2085      ,0     ,4     ,3     ,5     ,1     ,3     ,0     ,1     ,1     ,0      ,2      ,4      ,1      ,2      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       
177 ,743       ,0     ,1     ,3     ,2     ,2     ,4     ,3     ,0     ,1     ,1      ,0      ,1      ,1      ,0      ,3      ,2      ,1      ,1      ,0      ,1      ,1      ,5      ,1      ,7      ,2      ,1      ,0      ,1      ,2      ,1      ,2      ,0      ,0      ,0      ,5      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       
178 ,396       ,0     ,2     ,0     ,0     ,1     ,0     ,0     ,0     ,0     ,1      ,1      ,1      ,0      ,0      ,1      ,0      ,1      ,1      ,1      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       
179 ,711       ,0     ,4     ,4     ,3     ,1     ,2     ,1     ,3     ,1     ,1      ,2      ,2      ,0      ,1      ,1      ,2      ,1      ,1      ,1      ,0      ,2      ,1      ,2      ,5      ,2      ,1      ,4      ,1      ,3      ,3      ,2      ,3      ,1      ,1      ,2      ,2      ,5      ,2      ,6      ,2      ,3      ,1      ,2      ,1      ,5      ,2      ,3      ,0      ,1      ,0      ,3      ,2      ,2      ,1      ,7      ,2      ,3      ,1      ,3      ,1      ,1      ,3      ,0      ,4      ,1      ,2      ,0      ,1      ,1      ,2      ,2      ,2      ,1      ,3      ,3      ,0      ,4      ,4      ,2      ,2      ,1      ,0      ,2      ,1      ,0      ,2      ,0      ,1      ,0      ,0      ,0      ,0      ,3      ,2      ,1      ,2      ,1      ,2      ,3      ,1       ,2       ,1       ,4       ,1       ,4       ,2       ,2       ,2       ,2       ,1       
180 ,367       ,0     ,1     ,0     ,2     ,0     ,2     ,2     ,0     ,0     ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,2      ,1      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       
181 ,CCD-0052  ,0     ,2     ,0     ,2     ,0     ,2     ,1     ,1     ,2     ,1      ,1      ,1      ,3      ,2      ,2      ,2      ,2      ,1      ,1      ,1      ,1      ,3      ,2      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       
182 ,2082      ,0     ,3     ,1     ,4     ,1     ,1     ,2     ,3     ,2     ,0      ,1      ,2      ,1      ,4      ,1      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       
183 ,698       ,0     ,4     ,2     ,3     ,2     ,3     ,1     ,1     ,1     ,1      ,2      ,2      ,2      ,2      ,3      ,2      ,0      ,3      ,1      ,3      ,1      ,2      ,1      ,1      ,2      ,2      ,1      ,3      ,2      ,3      ,1      ,2      ,1      ,2      ,1      ,2      ,5      ,1      ,2      ,2      ,1      ,4      ,3      ,1      ,2      ,1      ,1      ,3      ,0      ,2      ,1      ,3      ,3      ,3      ,2      ,3      ,3      ,3      ,3      ,3      ,2      ,2      ,3      ,3      ,3      ,1      ,3      ,1      ,2      ,2      ,2      ,2      ,1      ,2      ,2      ,1      ,2      ,1      ,3      ,1      ,1      ,0      ,1      ,2      ,0      ,2      ,0      ,1      ,1      ,0      ,1      ,2      ,1      ,2      ,1      ,0      ,1      ,0      ,0      ,1       ,0       ,0       ,0       ,1       ,0       ,0       ,2       ,0       ,0       ,0       
184 ,450       ,0     ,2     ,0     ,1     ,1     ,0     ,0     ,1     ,0     ,0      ,3      ,0      ,1      ,1      ,0      ,1      ,1      ,0      ,1      ,0      ,2      ,1      ,0      ,1      ,1      ,2      ,0      ,1      ,0      ,2      ,2      ,0      ,1      ,0      ,1      ,0      ,3      ,2      ,1      ,0      ,1      ,3      ,4      ,1      ,3      ,2      ,2      ,1      ,2      ,1      ,1      ,0      ,1      ,1      ,0      ,1      ,1      ,1      ,2      ,0      ,1      ,1      ,2      ,0      ,3      ,2      ,5      ,5      ,2      ,2      ,3      ,2      ,2      ,4      ,4      ,1      ,4      ,7      ,1      ,4      ,2      ,4      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       
185 ,1076      ,0     ,1     ,4     ,0     ,3     ,0     ,2     ,1     ,0     ,0      ,1      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,1      ,1      ,2      ,0      ,0      ,0      ,0      ,0      ,1      ,1      ,2      ,0      ,1      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,2      ,3      ,2      ,2      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       
186 ,641       ,0     ,1     ,1     ,0     ,1     ,2     ,1     ,1     ,0     ,0      ,1      ,1      ,1      ,2      ,1      ,1      ,1      ,1      ,2      ,1      ,1      ,0      ,0      ,0      ,2      ,0      ,2      ,1      ,0      ,1      ,0      ,0      ,1      ,0      ,0      ,1      ,0      ,0      ,1      ,0      ,1      ,1      ,3      ,0      ,0      ,1      ,2      ,1      ,0      ,2      ,3      ,3      ,1      ,2      ,1      ,1      ,1      ,2      ,2      ,2      ,2      ,1      ,2      ,2      ,6      ,3      ,3      ,2      ,2      ,2      ,2      ,3      ,3      ,2      ,4      ,3      ,2      ,1      ,1      ,2      ,0      ,2      ,3      ,2      ,2      ,1      ,2      ,1      ,2      ,1      ,2      ,2      ,2      ,2      ,1      ,2      ,0      ,1      ,1      ,2       ,0       ,2       ,0       ,1       ,1       ,1       ,1       ,1       ,2       ,0       
187 ,314       ,0     ,1     ,0     ,3     ,0     ,0     ,0     ,0     ,1     ,0      ,0      ,3      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       
188 ,C-0321    ,0     ,2     ,3     ,1     ,4     ,3     ,1     ,2     ,2     ,3      ,1      ,4      ,2      ,2      ,3      ,0      ,2      ,2      ,2      ,1      ,3      ,2      ,2      ,2      ,2      ,2      ,2      ,2      ,1      ,2      ,4      ,3      ,3      ,5      ,4      ,2      ,3      ,5      ,3      ,0      ,1      ,3      ,2      ,1      ,2      ,1      ,2      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       
189 ,C-0373    ,0     ,2     ,0     ,0     ,0     ,2     ,0     ,0     ,0     ,1      ,0      ,1      ,0      ,2      ,0      ,1      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       
190 ,408       ,0     ,1     ,1     ,3     ,0     ,2     ,1     ,0     ,1     ,2      ,0      ,1      ,0      ,1      ,1      ,2      ,1      ,0      ,1      ,0      ,0      ,2      ,0      ,0      ,1      ,3      ,1      ,1      ,0      ,2      ,1      ,2      ,0      ,4      ,2      ,2      ,0      ,1      ,0      ,1      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,2      ,0      ,1      ,0      ,2      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       
191 ,1241      ,0     ,1     ,2     ,0     ,1     ,0     ,1     ,0     ,0     ,0      ,1      ,1      ,1      ,1      ,1      ,0      ,0      ,2      ,1      ,0      ,0      ,2      ,1      ,5      ,2      ,1      ,1      ,2      ,0      ,1      ,0      ,1      ,0      ,0      ,1      ,1      ,0      ,0      ,1      ,0      ,1      ,0      ,0      ,2      ,0      ,0      ,1      ,0      ,0      ,1      ,1      ,1      ,1      ,0      ,1      ,1      ,0      ,1      ,0      ,2      ,0      ,0      ,0      ,2      ,0      ,0      ,1      ,0      ,1      ,1      ,0      ,1      ,1      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       
192 ,684       ,0     ,1     ,1     ,3     ,2     ,2     ,1     ,0     ,1     ,0      ,1      ,1      ,1      ,1      ,0      ,3      ,1      ,1      ,1      ,0      ,2      ,1      ,1      ,0      ,3      ,1      ,0      ,2      ,0      ,2      ,2      ,2      ,2      ,2      ,0      ,1      ,2      ,2      ,1      ,1      ,2      ,3      ,2      ,1      ,2      ,1      ,1      ,1      ,2      ,2      ,2      ,2      ,0      ,2      ,0      ,1      ,1      ,2      ,0      ,3      ,1      ,0      ,0      ,1      ,2      ,1      ,1      ,2      ,1      ,1      ,1      ,0      ,2      ,1      ,2      ,4      ,4      ,2      ,3      ,1      ,2      ,2      ,2      ,1      ,2      ,1      ,1      ,2      ,1      ,2      ,2      ,1      ,3      ,0      ,1      ,1      ,2      ,2      ,1      ,1       ,1       ,1       ,4       ,2       ,5       ,5       ,1       ,0       ,3       ,0       
193 ,1477      ,0     ,1     ,0     ,1     ,0     ,0     ,0     ,0     ,1     ,0      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,1      ,0      ,1      ,1      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,2      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,1      ,0      ,2      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       
194 ,1803      ,0     ,2     ,0     ,0     ,1     ,0     ,1     ,1     ,1     ,0      ,1      ,1      ,2      ,0      ,2      ,3      ,0      ,2      ,1      ,1      ,0      ,1      ,0      ,2      ,1      ,1      ,0      ,2      ,0      ,0      ,3      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       
195 ,1183      ,0     ,2     ,1     ,0     ,0     ,0     ,1     ,1     ,0     ,0      ,0      ,1      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,2      ,2      ,2      ,0      ,0      ,2      ,1      ,0      ,1      ,1      ,3      ,0      ,0      ,3      ,0      ,1      ,2      ,0      ,1      ,2      ,0      ,1      ,1      ,2      ,3      ,3      ,2      ,1      ,2      ,1      ,1      ,2      ,0      ,1      ,0      ,0      ,2      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       ,0       
